Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
,,,1416388984,1409621065,
,,,1416389234,1409622035,
,,,1416389890,1409622360,
,,,1416416424,1409622876,
,,,1416416505,1409623196,
,,,1416416715,1409623455,
,,,1416417878,1409662387,
,,,1416423996,1409662475,
,,,1416426109,1409663833,
,,,1416434537,1409664693,
,,,1416445738,1409667232,
,,,1416445918,1409669224,
,,,1416446083,1409669498,
,,,1416446175,1409670803,
,,,1416446325,1409671118,
,,,1416452765,1409671347,
,,,1416453143,1409672017,
,,,1416454742,1409672158,
,,,1416455061,1409672245,
,,,1416458935,1409672310,
,,,1416462288,1409672476,
,,,1416462353,1409673650,
,,,1416462464,1409673897,
,,,1416462581,1409673997,
,,,1416463170,1409674031,
,,,1416463312,1409674173,
,,,1416465596,1409674547,
,,,1416465685,1409674700,
,,,1416465802,1409675554,
,,,1416465880,1409676944,
,,,1416465942,1409677132,
,,,1416466073,1409677446,
,,,1416466285,1409677580,
,,,1416466645,1409677896,
,,,1416466858,1409678142,
,,,1416467115,1409678228,
,,,1416467653,1409678523,
,,,1416467895,1409678756,
,,,1416468859,1409678838,
,,,1416469042,1409678972,
,,,1416469178,1409679181,
,,,1416469994,1409679754,
,,,1416470070,1409679781,
,,,1416471700,1409679863,
,,,1416471776,1409679965,
,,,1416472126,1409680516,
,,,1416476257,1409680872,
,,,1416476418,1409680982,
,,,1416476768,1409681096,
,,,1416477041,1409681205,
,,,1416477299,1409681632,
,,,1416477617,1409681774,
,,,1416478007,1409682381,
,,,1416478210,1409682451,
,,,1416498496,1409682800,
,,,1416498597,1409682893,
,,,1416503119,1409683011,
,,,1416503177,1409683233,
,,,1416506252,1409683307,
,,,1416506553,1409683797,
,,,1416506642,1409684073,
,,,1416506848,1409684846,
,,,1416507748,1409684877,
,,,1416509400,1409685382,
,,,1416509510,1409685455,
,,,1416516165,1409686363,
,,,1416518000,1409686469,
,,,1416525311,1409686839,
,,,1416525360,1409687600,
,,,1416525939,1409687671,
,,,1416530099,1409688110,
,,,1416530121,1409688341,
,,,1416537721,1409689041,
,,,1416541406,1409689095,
,,,1416544307,1409689397,
,,,1416545388,1409689735,
,,,1416545454,1409689872,
,,,1416548327,1409690231,
,,,1416549065,1409690833,
,,,1416549122,1409691410,
,,,1416550436,1409691556,
,,,1416551007,1409691936,
,,,1416551101,1409692128,
,,,1416551316,1409692263,
,,,1416551443,1409696534,
,,,1416552853,1409697332,
,,,1416553281,1409697472,
,,,1416553623,1409697597,
,,,1416560993,1409697820,
,,,1416595920,1409697988,
,,,1416595987,1409698087,
,,,1416596069,1409698310,
,,,1416608261,1409698464,
,,,1416609826,1409698550,
,,,1416610447,1409698597,
,,,1416614001,1409698737,
,,,1416618064,1409698898,
,,,1416618585,1409698988,
,,,1416618855,1409699047,
,,,1416619392,1409699231,
,,,1416625096,1409699413,
,,,1416627550,1409748227,
,,,1416627856,1409748313,
,,,1416628812,1409748487,
,,,1416632325,1409748688,
,,,1416632678,1409748738,
,,,1416633153,1409749664,
,,,1416633470,1409749798,
,,,1416633512,1409750153,
,,,1416633604,1409751401,
,,,1416633640,1409751581,
,,,1416634051,1409752762,
,,,1416634318,1409752875,
,,,1416640907,1409753042,
,,,1416641588,1409753384,
,,,1416642784,1409754414,
,,,1416673437,1409754740,
,,,1416673602,1409755039,
,,,1416673681,1409755229,
,,,1416673793,1409755548,
,,,1416673930,1409758698,
,,,1416677550,1409758844,
,,,1416678309,1409758977,
,,,1416678645,1409759212,
,,,1416681294,1409759318,
,,,1416696860,1409759616,
,,,1416697012,1409759812,
,,,1416697363,1409760081,
,,,1416704407,1409761492,
,,,1416719817,1409761821,
,,,1416720552,1409762024,
,,,1416720778,1409762315,
,,,1416727354,1409762377,
,,,1416727671,1409763139,
,,,1416728248,1409763438,
,,,1416737541,1409764177,
,,,1416737919,1409764302,
,,,1416738479,1409764602,
,,,1416738767,1409765009,
,,,1416739136,1409765152,
,,,1416762606,1409765477,
,,,1416763236,1409765844,
,,,1416763317,1409766609,
,,,1416763421,1409766843,
,,,1416763506,1409767163,
,,,1416763557,1409767347,
,,,1416765265,1409767882,
,,,1416765343,1409768176,
,,,1416765808,1409768409,
,,,1416766503,1409768749,
,,,1416766799,1409769106,
,,,1416767334,1409771106,
,,,1416767550,1409771555,
,,,1416767607,1409772329,
,,,1416767958,1409772647,
,,,1416768500,1409773551,
,,,1416768778,1409776799,
,,,1416768973,1409777720,
,,,1416769201,1409777914,
,,,1416769405,1409778294,
,,,1416769511,1409782270,
,,,1416769845,1409783003,
,,,1416775474,1409829832,
,,,1416775820,1409830108,
,,,1416776184,1409830289,
,,,1416776540,1409834222,
,,,1416776690,1409834476,
,,,1416777155,1409834731,
,,,1416777350,1409834967,
,,,1416778005,1409835458,
,,,1416778851,1409838078,
,,,1416786206,1409839110,
,,,1416786256,1409839292,
,,,1416786369,1409840738,
,,,1416786589,1409843518,
,,,1416787280,1409843698,
,,,1416808342,1409844374,
,,,1416808618,1409844786,
,,,1416808833,1409845002,
,,,1416809072,1409846092,
,,,1416809746,1409846376,
,,,1416810462,1409846744,
,,,1416810948,1409847040,
,,,1416812487,1409847250,
,,,1416813190,1409847801,
,,,1416817265,1409848293,
,,,1416818944,1409848380,
,,,1416848006,1409848511,
,,,1416852145,1409849826,
,,,1416856164,1409849909,
,,,1416856390,1409850313,
,,,1416856531,1409850434,
,,,1416856669,1409851480,
,,,1416857424,1409851907,
,,,1416869978,1409852838,
,,,1416870234,1409854342,
,,,1416870439,1409854572,
,,,1416872621,1409854700,
,,,1416874029,1409855069,
,,,1416874316,1409855845,
,,,1416879874,1409855994,
,,,1416890821,1409856094,
,,,1416891318,1409856476,
,,,1416891579,1409856792,
,,,1416891665,1409856973,
,,,1416891733,1409857367,
,,,1416892487,1409857741,
,,,1416892549,1409858139,
,,,1416892639,1409858239,
,,,1416894703,1409859397,
,,,1416894793,1409859498,
,,,1416895067,1409859640,
,,,1416897058,1409859790,
,,,1416929084,1409860047,
,,,1416929471,1409860914,
,,,1416929625,1409861457,
,,,1416930844,1409863849,
,,,1416931028,1409864765,
,,,1416935806,1409864952,
,,,1416936060,1409865338,
,,,1416936386,1409868974,
,,,1416936714,1409874666,
,,,1416937131,1409878270,
,,,1416937583,1409878631,
,,,1416939298,1409879359,
,,,1416958017,1409916830,
,,,1416958742,1409917180,
,,,1416966268,1409920786,
,,,1416967149,1409924520,
,,,1416967351,1409926949,
,,,1416968233,1409928707,
,,,1416968267,1409932252,
,,,1416968473,1409932827,
,,,1416968582,1409933665,
,,,1416973742,1409934365,
,,,1416980471,1409935640,
,,,1416980516,1409935995,
,,,1416980849,1409936642,
,,,1416981459,1409937686,
,,,1416981858,1409939159,
,,,1416994370,1409939350,
,,,1417045739,1409939708,
,,,1417046796,1409940150,
,,,1417051194,1409940559,
,,,1417055250,1409940600,
,,,1417056012,1409941099,
,,,1417056327,1409943562,
,,,1417056688,1409943973,
,,,1417058210,1409944397,
,,,1417058722,1409945786,
,,,1417059329,1409945980,
,,,1417059399,1409946662,
,,,1417059640,1409947034,
,,,1417060153,1409947317,
,,,1417061510,1409947663,
,,,1417062864,1409947982,
,,,1417066965,1409948129,
,,,1417067919,1409948671,
,,,1417068880,1409949309,
,,,1417069582,1409950702,
,,,1417070726,1409951803,
,,,1417071298,1409952299,
,,,1417072269,1409952509,
,,,1417073227,1409952863,
,,,1417073361,1409953007,
,,,1417080004,1409953190,
,,,1417081606,1409953632,
,,,1417105293,1409965606,
,,,1417105388,1409967763,
,,,1417105796,1410009447,
,,,1417114364,1410009978,
,,,1417114442,1410010372,
,,,1417114888,1410010582,
,,,1417117423,1410010839,
,,,1417122847,1410011559,
,,,1417123145,1410011697,
,,,1417124531,1410012031,
,,,1417124693,1410012866,
,,,1417135620,1410014140,
,,,1417139266,1410015376,
,,,1417147347,1410015458,
,,,1417150114,1410024050,
,,,1417151245,1410024148,
,,,1417151464,1410024559,
,,,1417156916,1410043638,
,,,1417181821,1410053579,
,,,1417195707,1410054188,
,,,1417196588,1410054340,
,,,1417197773,1410054685,
,,,1417199424,1410055364,
,,,1417201605,1410056089,
,,,1417202100,1410057227,
,,,1417202179,1410058837,
,,,1417202390,1410107754,
,,,1417202572,1410107805,
,,,1417202678,1410108785,
,,,1417202864,1410109343,
,,,1417203140,1410121355,
,,,1417208951,1410121911,
,,,1417209314,1410138484,
,,,1417213350,1410139194,
,,,1417213664,1410140409,
,,,1417213804,1410140656,
,,,1417214178,1410140794,
,,,1417216910,1410141466,
,,,1417217290,1410142707,
,,,1417217551,1410142933,
,,,1417218170,1410143405,
,,,1417218294,1410182083,
,,,1417218331,1410182387,
,,,1417218409,1410182779,
,,,1417218624,1410183153,
,,,1417222159,1410184190,
,,,1417222464,1410184882,
,,,1417225688,1410186575,
,,,1417229212,1410186789,
,,,1417229372,1410186893,
,,,1417230293,1410189341,
,,,1417230778,1410189443,
,,,1417230913,1410189920,
,,,1417230995,1410190082,
,,,1417231053,1410191682,
,,,1417231115,1410194262,
,,,1417236902,1410195530,
,,,1417237141,1410195610,
,,,1417237360,1410196636,
,,,1417237550,1410196897,
,,,1417237651,1410197485,
,,,1417237936,1410198405,
,,,1417238096,1410198494,
,,,1417238336,1410198559,
,,,1417239286,1410199164,
,,,1417239604,1410199276,
,,,1417242092,1410199459,
,,,1417246282,1410199624,
,,,1417248481,1410199847,
,,,1417250831,1410200513,
,,,1417250902,1410200576,
,,,1417252398,1410200652,
,,,1417278817,1410200771,
,,,1417279949,1410200854,
,,,1417280669,1410201063,
,,,1417282577,1410201434,
,,,1417282758,1410202010,
,,,1417283122,1410202516,
,,,1417330799,1410202570,
,,,1417331003,1410203134,
,,,1417331313,1410203270,
,,,1417332422,1410203466,
,,,1417332763,1410203689,
,,,1417333528,1410203916,
,,,1417333620,1410207362,
,,,1417333742,1410207638,
,,,1417334136,1410207753,
,,,1417334387,1410207804,
,,,1417334476,1410207973,
,,,1417335074,1410208100,
,,,1417335347,1410208232,
,,,1417335489,1410213599,
,,,1417335560,1410213957,
,,,1417336073,1410214726,
,,,1417336156,1410214977,
,,,1417336582,1410215293,
,,,1417337336,1410215947,
,,,1417337537,1410216432,
,,,1417337656,1410218108,
,,,1417339834,1410219400,
,,,1417340003,1410219472,
,,,1417340056,1410219531,
,,,1417340220,1410222104,
,,,1417340390,1410223141,
,,,1417340450,1410263003,
,,,1417365670,1410263357,
,,,1417366256,1410263493,
,,,1417367818,1410267157,
,,,1417367996,1410269333,
,,,1417368233,1410272081,
,,,1417368679,1410274033,
,,,1417369501,1410275689,
,,,1417369712,1410277283,
,,,1417369883,1410277883,
,,,1417370066,1410280342,
,,,1417370433,1410280406,
,,,1417370648,1410280668,
,,,1417371330,1410280925,
,,,1417374364,1410280988,
,,,1417374447,1410281772,
,,,1417385705,1410282089,
,,,1417386010,1410282260,
,,,1417386153,1410282465,
,,,1417387012,1410282919,
,,,1417387047,1410283272,
,,,1417387563,1410283694,
,,,1417388272,1410284761,
,,,1417388977,1410285191,
,,,1417390588,1410288182,
,,,1417390746,1410289134,
,,,1417391482,1410289298,
,,,1417392651,1410289464,
,,,1417394034,1410290046,
,,,1417395131,1410290236,
,,,1417401152,1410291655,
,,,1417401567,1410291971,
,,,1417406518,1410292366,
,,,1417408549,1410292994,
,,,1417409528,1410293352,
,,,1417415219,1410294229,
,,,1417415594,1410295006,
,,,1417416387,1410295528,
,,,1417416791,1410304246,
,,,1417423512,1410305163,
,,,1417423811,1410352183,
,,,1417424701,1410353476,
,,,1417425604,1410355364,
,,,1417425824,1410355492,
,,,1417426169,1410356241,
,,,1417426372,1410356972,
,,,1417426653,1410358802,
,,,1417427274,1410361039,
,,,1417427367,1410362864,
,,,1417427477,1410367093,
,,,1417427790,1410367523,
,,,1417428730,1410367941,
,,,1417429069,1410368094,
,,,1417429197,1410370189,
,,,1417431069,1410370929,
,,,1417431333,1410371046,
,,,1417453166,1410371669,
,,,1417453272,1410373163,
,,,1417453369,1410373349,
,,,1417453437,1410374033,
,,,1417453894,1410374677,
,,,1417457098,1410375412,
,,,1417457885,1410376741,
,,,1417458051,1410378293,
,,,1417458215,1410380911,
,,,1417458536,1410381102,
,,,1417471800,1410381215,
,,,1417471914,1410382057,
,,,1417472100,1410382131,
,,,1417473139,1410385119,
,,,1417474156,1410385369,
,,,1417474320,1410385655,
,,,1417490100,1410433554,
,,,1417492242,1410434348,
,,,1417495638,1410434410,
,,,1417496586,1410434884,
,,,1417496742,1410439930,
,,,1417497308,1410440064,
,,,1417497539,1410440754,
,,,1417497814,1410441379,
,,,1417497878,1410442181,
,,,1417498003,1410448228,
,,,1417498104,1410450122,
,,,1417498161,1410451107,
,,,1417498354,1410451257,
,,,1417499526,1410451943,
,,,1417499777,1410452253,
,,,1417500117,1410452682,
,,,1417500380,1410453158,
,,,1417500613,1410455042,
,,,1417500951,1410455428,
,,,1417501388,1410455564,
,,,1417502850,1410456439,
,,,1417503485,1410456633,
,,,1417503567,1410456812,
,,,1417504706,1410456895,
,,,1417505142,1410457580,
,,,1417505296,1410457997,
,,,1417505670,1410461310,
,,,1417505917,1410461796,
,,,1417505988,1410462559,
,,,1417506453,1410463069,
,,,1417554103,1410463436,
,,,1417559854,1410463567,
,,,1417559971,1410463708,
,,,1417585968,1410463818,
,,,1417586175,1410464441,
,,,1417586227,1410465032,
,,,1417586479,1410465350,
,,,1417595177,1410465565,
,,,1417595491,1410465636,
,,,1417596116,1410466045,
,,,1417596206,1410466344,
,,,1417601001,1410466526,
,,,1417602224,1410466674,
,,,1417602462,1410466956,
,,,1417622482,1410467365,
,,,1417622759,1410467397,
,,,1417622871,1410468260,
,,,1417625928,1410468802,
,,,1417632174,1410475189,
,,,1417641912,1410478976,
,,,1417645456,1410479138,
,,,1417645543,1410479429,
,,,1417659785,1410479568,
,,,1417663477,1410479852,
,,,1417663811,1410480290,
,,,1417663861,1410483139,
,,,1417663958,1410483307,
,,,1417664119,1410483757,
,,,1417664579,1410483995,
,,,1417665198,1410485430,
,,,1417665390,1410485787,
,,,1417666311,1410486486,
,,,1417667719,1410522536,
,,,1417667924,1410522674,
,,,1417668226,1410525834,
,,,1417668737,1410526252,
,,,1417669225,1410526735,
,,,1417669293,1410527102,
,,,1417669409,1410527562,
,,,1417669507,1410529112,
,,,1417669689,1410529476,
,,,1417669990,1410530715,
,,,1417671209,1410535707,
,,,1417671269,1410535953,
,,,1417671381,1410537146,
,,,1417672453,1410540065,
,,,1417672622,1410540594,
,,,1417675031,1410541183,
,,,1417675284,1410541673,
,,,1417675421,1410542419,
,,,1417677314,1410543086,
,,,1417677351,1410544093,
,,,1417677467,1410544320,
,,,1417678216,1410544528,
,,,1417678495,1410548543,
,,,1417678600,1410549121,
,,,1417678715,1410550112,
,,,1417679716,1410551120,
,,,1417680148,1410551545,
,,,1417680974,1410560340,
,,,1417712901,1410560696,
,,,1417713041,1410561204,
,,,1417713218,1410561406,
,,,1417713592,1410561491,
,,,1417713897,1410562914,
,,,1417714545,1410566095,
,,,1417714761,1410570106,
,,,1417715788,1410571064,
,,,1417716055,1410571148,
,,,1417738335,1410571200,
,,,1417738407,1410608960,
,,,1417738485,1410609494,
,,,1417738654,1410609718,
,,,1417738705,1410609982,
,,,1417739154,1410610341,
,,,1417746269,1410610538,
,,,1417746559,1410610572,
,,,1417746772,1410610725,
,,,1417746920,1410616442,
,,,1417752079,1410620609,
,,,1417754284,1410633860,
,,,1417754344,1410633939,
,,,1417754994,1410648674,
,,,1417758440,1410648997,
,,,1417758535,1410650773,
,,,1417758793,1410651208,
,,,1417760049,1410651348,
,,,1417760159,1410651698,
,,,1417760646,1410652203,
,,,1417764057,1410652376,
,,,1417764885,1410653464,
,,,1417767686,1410654556,
,,,1417768127,1410654861,
,,,1417769209,1410654995,
,,,1417769312,1410658073,
,,,1417769635,1410658422,
,,,1417769892,1410658966,
,,,1417770372,1410659390,
,,,1417775599,1410659607,
,,,1417776974,1410659728,
,,,1417777972,1410665165,
,,,1417778892,1410665384,
,,,1417779390,1410665484,
,,,1417798872,1410665838,
,,,1417799003,1410666374,
,,,1417799071,1410699517,
,,,1417799188,1410699892,
,,,1417799403,1410708186,
,,,1417799562,1410714657,
,,,1417799625,1410722580,
,,,1417800318,1410727180,
,,,1417800532,1410727223,
,,,1417800937,1410727490,
,,,1417801115,1410781019,
,,,1417802152,1410789254,
,,,1417802346,1410797205,
,,,1417802840,1410798421,
,,,1417803039,1410808979,
,,,1417803400,1410811733,
,,,1417803858,1410811785,
,,,1417820986,1410812175,
,,,1417821086,1410814715,
,,,1417821186,1410821551,
,,,1417821245,1410827227,
,,,1417821324,1410865443,
,,,1417821599,1410866185,
,,,1417821637,1410867476,
,,,1417832734,1410868454,
,,,1417833060,1410885514,
,,,1417834534,1410885756,
,,,1417834686,1410886467,
,,,1417834764,1410886605,
,,,1417834837,1410886869,
,,,1417835637,1410887081,
,,,1417835751,1410887557,
,,,1417837338,1410887765,
,,,1417837558,1410887963,
,,,1417837803,1410888078,
,,,1417838911,1410888812,
,,,1417839645,1410889400,
,,,1417841433,1410890180,
,,,1417842567,1410895024,
,,,1417844271,1410895103,
,,,1417844515,1410895271,
,,,1417845930,1410895345,
,,,1417846537,1410895488,
,,,1417849828,1410896239,
,,,1417851117,1410896847,
,,,1417851372,1410897388,
,,,1417851618,1410897963,
,,,1417851973,1410898019,
,,,1417854971,1410899230,
,,,1417855768,1410899381,
,,,1417885823,1410899439,
,,,1417887007,1410900544,
,,,1417890377,1410902608,
,,,1417892360,1410951558,
,,,1417895471,1410951609,
,,,1417909891,1410951679,
,,,1417913929,1410952080,
,,,1417926956,1410952158,
,,,1417930145,1410952332,
,,,1417932625,1410952534,
,,,1417932961,1410952648,
,,,1417933617,1410954482,
,,,1417934052,1410954877,
,,,1417935214,1410954980,
,,,1417935471,1410955081,
,,,1417935631,1410955182,
,,,1417935739,1410957869,
,,,1417935805,1410960310,
,,,1417938925,1410960530,
,,,1417943593,1410960748,
,,,1417947579,1410961836,
,,,1417947724,1410962017,
,,,1417949406,1410964600,
,,,1417974102,1410967308,
,,,1417974605,1410969723,
,,,1417976719,1410970290,
,,,1417978155,1410972216,
,,,1417978735,1410972337,
,,,1417979006,1410975156,
,,,1417979290,1410975294,
,,,1417979682,1410975432,
,,,1417979936,1410975581,
,,,1417979974,1410975724,
,,,1417980123,1410975915,
,,,1417980206,1410975981,
,,,1417988783,1410976109,
,,,1417988875,1410976266,
,,,1417988992,1410978099,
