-550 5.2
-525 2.5
-500 3
-485 6
-475 2.5
-460 7
-450 2.5
-444 19
-425 2.5
-405 6
-400 2.5
-390 5.8
-380 2.5
-375 3.5
-365 9
-360 10
-350 3.5
-335 3.5
-325 5
-315 1
-290 3
-280 2.5
-270 3.2
-260 2.45
-250 16
-240 5.2
-230 4
-220 5.4
-210 6
-200 11
-190 2
-180 4.1
-170 2.5
-160 1
-150 4.5
-140 7
-130 1
-120 3.1
-110 2.6
-100 6
-90 4
-80 4.8
-70 4.1
-65 16.5
-60 2
-50 2.75
-40 1
-30 2
-20 2.05
-10 0.8
-0.001 2.3
